Origin,Dest,DepTime,Weather,Airline,Duration,Day,Delayed
DOH,DEL,17,Storm,Emirates,20,Friday,Yes
DXB,SIN,20,Fog,British Airways,130,Thursday,Yes
DOH,CDG,0,Storm,Emirates,50,Monday,Yes
LHR,DEL,22,Clear,Air India,110,Sunday,Yes
DOH,SIN,3,Fog,Qatar Airways,120,Thursday,Yes
LHR,DEL,22,Clear,Qatar Airways,50,Thursday,No
DXB,DEL,1,Clear,British Airways,30,Sunday,Yes
LHR,SIN,1,Fog,British Airways,150,Friday,Yes
JFK,SIN,10,Clear,Qatar Airways,90,Friday,Yes
DXB,DEL,7,Clear,Air India,70,Friday,No
LHR,DEL,13,Fog,Qatar Airways,70,Wednesday,No
LHR,SIN,9,Storm,Air India,140,Thursday,Yes
LHR,HND,18,Rain,Qatar Airways,100,Friday,Yes
JFK,DEL,20,Clear,Qatar Airways,20,Wednesday,No
DOH,CDG,3,Rain,British Airways,150,Friday,Yes
DXB,SIN,10,Fog,Emirates,40,Tuesday,Yes
LHR,SIN,10,Clear,Qatar Airways,40,Wednesday,No
DXB,HND,10,Clear,Air India,30,Monday,Yes
DOH,SIN,0,Rain,Air India,70,Friday,Yes
JFK,SIN,15,Clear,Emirates,30,Friday,No
DXB,HND,5,Clear,British Airways,80,Saturday,Yes
DOH,DEL,10,Clear,Qatar Airways,120,Wednesday,No
DXB,CDG,2,Clear,Qatar Airways,100,Wednesday,Yes
LHR,CDG,14,Clear,Air India,20,Sunday,Yes
LHR,HND,1,Clear,Emirates,60,Monday,Yes
DXB,HND,13,Rain,Air India,60,Thursday,Yes
DXB,SIN,12,Clear,Air India,90,Sunday,No
DOH,CDG,8,Rain,Emirates,120,Tuesday,Yes
LHR,SIN,11,Clear,Emirates,120,Thursday,No
DOH,DEL,10,Clear,British Airways,110,Sunday,Yes
DOH,CDG,11,Fog,Air India,120,Saturday,No
LHR,SIN,14,Clear,British Airways,100,Saturday,No
DXB,SIN,13,Fog,British Airways,20,Thursday,Yes
DXB,HND,17,Fog,Qatar Airways,30,Saturday,Yes
DOH,DEL,16,Clear,Air India,130,Sunday,Yes
LHR,SIN,11,Rain,Emirates,90,Wednesday,Yes
DOH,HND,11,Fog,British Airways,20,Saturday,Yes
LHR,DEL,9,Rain,Qatar Airways,150,Monday,Yes
LHR,DEL,4,Rain,Emirates,80,Saturday,Yes
DXB,SIN,11,Rain,British Airways,60,Wednesday,No
DXB,CDG,17,Rain,Qatar Airways,20,Wednesday,Yes
DXB,CDG,11,Rain,Emirates,110,Tuesday,No
LHR,DEL,13,Clear,Qatar Airways,20,Saturday,No
JFK,SIN,18,Clear,Emirates,80,Tuesday,No
JFK,SIN,11,Clear,Emirates,30,Friday,Yes
JFK,SIN,21,Clear,British Airways,130,Saturday,No
LHR,DEL,15,Clear,British Airways,140,Monday,No
LHR,DEL,9,Rain,Air India,80,Wednesday,Yes
JFK,DEL,21,Storm,British Airways,150,Saturday,No
DOH,DEL,3,Clear,British Airways,150,Sunday,Yes
DOH,HND,19,Clear,British Airways,60,Sunday,No
LHR,CDG,1,Storm,Air India,80,Saturday,Yes
LHR,DEL,12,Clear,Air India,120,Wednesday,Yes
DOH,DEL,18,Rain,Emirates,120,Tuesday,Yes
DOH,DEL,20,Rain,Emirates,20,Tuesday,No
DXB,HND,17,Clear,Air India,140,Sunday,Yes
JFK,SIN,8,Clear,Air India,40,Wednesday,No
DOH,DEL,1,Clear,Qatar Airways,20,Tuesday,Yes
LHR,HND,10,Rain,Air India,40,Tuesday,Yes
LHR,CDG,10,Storm,British Airways,70,Sunday,Yes
LHR,CDG,14,Fog,Qatar Airways,40,Sunday,No
DXB,CDG,15,Clear,Air India,110,Saturday,Yes
DXB,CDG,9,Clear,Emirates,90,Tuesday,No
DXB,DEL,17,Storm,Air India,140,Monday,Yes
JFK,HND,22,Clear,British Airways,30,Sunday,Yes
LHR,DEL,15,Rain,Emirates,110,Tuesday,No
DXB,DEL,17,Rain,Air India,60,Sunday,Yes
JFK,HND,6,Clear,Emirates,40,Thursday,No
LHR,SIN,2,Clear,British Airways,110,Friday,Yes
DXB,DEL,9,Clear,British Airways,140,Friday,No
LHR,HND,3,Fog,Air India,60,Wednesday,Yes
JFK,DEL,13,Clear,British Airways,80,Wednesday,No
DXB,CDG,10,Clear,Emirates,100,Friday,Yes
JFK,SIN,16,Clear,Air India,150,Friday,Yes
JFK,CDG,21,Fog,Qatar Airways,60,Thursday,Yes
JFK,DEL,6,Clear,Emirates,140,Wednesday,No
LHR,HND,22,Fog,Air India,60,Sunday,Yes
LHR,DEL,14,Fog,British Airways,110,Wednesday,Yes
LHR,SIN,10,Fog,Emirates,140,Wednesday,Yes
JFK,CDG,15,Clear,British Airways,70,Thursday,No
DOH,DEL,19,Rain,Air India,50,Saturday,Yes
DOH,SIN,3,Storm,Qatar Airways,30,Friday,Yes
DOH,DEL,4,Clear,Air India,140,Monday,Yes
LHR,DEL,2,Fog,British Airways,90,Saturday,Yes
DOH,CDG,20,Clear,Emirates,20,Sunday,No
DXB,DEL,1,Clear,Emirates,80,Friday,Yes
DXB,CDG,10,Fog,Air India,60,Thursday,Yes
DOH,SIN,13,Clear,Qatar Airways,120,Monday,No
LHR,CDG,21,Fog,British Airways,90,Friday,Yes
LHR,CDG,16,Fog,Emirates,90,Thursday,Yes
DOH,DEL,0,Rain,British Airways,120,Saturday,Yes
DOH,HND,6,Clear,Qatar Airways,50,Saturday,No
JFK,DEL,0,Clear,Air India,80,Sunday,Yes
DXB,HND,16,Clear,Qatar Airways,80,Saturday,No
JFK,CDG,21,Clear,Qatar Airways,70,Monday,No
DOH,SIN,9,Clear,Emirates,110,Wednesday,No
JFK,DEL,20,Fog,Air India,50,Friday,Yes
JFK,CDG,22,Rain,British Airways,120,Wednesday,Yes
JFK,CDG,1,Fog,British Airways,60,Monday,Yes
DXB,DEL,23,Fog,Qatar Airways,50,Monday,Yes
DOH,CDG,6,Rain,Emirates,150,Thursday,No
DOH,CDG,14,Fog,Emirates,40,Thursday,Yes
DXB,SIN,22,Clear,British Airways,70,Monday,No
DXB,HND,18,Storm,Emirates,100,Friday,Yes
JFK,HND,10,Clear,Qatar Airways,80,Sunday,No
DXB,CDG,23,Storm,Qatar Airways,100,Friday,Yes
DOH,DEL,18,Clear,Qatar Airways,40,Tuesday,No
JFK,DEL,17,Clear,Emirates,20,Saturday,No
DXB,SIN,7,Clear,British Airways,100,Friday,No
DXB,CDG,10,Clear,Emirates,70,Tuesday,No
JFK,HND,0,Clear,British Airways,140,Wednesday,Yes
JFK,CDG,23,Clear,Emirates,60,Wednesday,No
DOH,CDG,8,Clear,Qatar Airways,140,Sunday,No
DOH,SIN,9,Rain,Emirates,130,Monday,Yes
DOH,SIN,14,Storm,Air India,60,Friday,Yes
DOH,HND,22,Clear,Qatar Airways,110,Sunday,Yes
DOH,SIN,7,Clear,Emirates,50,Thursday,No
JFK,HND,22,Clear,Air India,80,Saturday,Yes
LHR,HND,21,Clear,Emirates,90,Monday,No
DOH,SIN,15,Fog,Qatar Airways,20,Saturday,Yes
DOH,DEL,12,Storm,Emirates,140,Sunday,Yes
LHR,SIN,4,Fog,Air India,130,Saturday,Yes
DXB,DEL,10,Clear,Qatar Airways,90,Tuesday,No
DOH,DEL,7,Rain,Air India,100,Thursday,Yes
DOH,SIN,13,Rain,Emirates,60,Wednesday,Yes
DOH,DEL,8,Fog,Air India,70,Friday,Yes
DOH,CDG,7,Clear,Emirates,70,Saturday,No
DOH,DEL,18,Rain,British Airways,70,Sunday,Yes
LHR,DEL,21,Rain,Emirates,100,Thursday,Yes
JFK,SIN,4,Clear,Emirates,40,Friday,Yes
JFK,HND,14,Fog,Qatar Airways,60,Thursday,Yes
DOH,HND,4,Storm,Air India,150,Monday,Yes
LHR,SIN,1,Clear,British Airways,140,Tuesday,Yes
DOH,DEL,16,Fog,British Airways,60,Monday,Yes
JFK,SIN,18,Clear,Qatar Airways,40,Saturday,No
JFK,DEL,13,Rain,Emirates,150,Sunday,Yes
JFK,HND,10,Fog,Qatar Airways,90,Wednesday,Yes
DOH,DEL,19,Clear,Qatar Airways,120,Wednesday,No
DOH,CDG,3,Rain,Qatar Airways,140,Friday,Yes
DOH,HND,19,Rain,Qatar Airways,70,Thursday,Yes
DXB,DEL,19,Clear,Air India,120,Thursday,Yes
DXB,CDG,1,Clear,British Airways,90,Friday,Yes
LHR,HND,22,Clear,Qatar Airways,70,Sunday,Yes
DOH,DEL,8,Clear,Emirates,90,Wednesday,No
DOH,DEL,21,Clear,Air India,70,Thursday,No
DOH,CDG,4,Rain,Emirates,120,Monday,Yes
DOH,DEL,12,Rain,Air India,30,Wednesday,Yes
DXB,SIN,10,Clear,Air India,30,Tuesday,Yes
DXB,CDG,11,Clear,Air India,120,Sunday,Yes
LHR,DEL,16,Clear,Emirates,130,Friday,No
JFK,DEL,17,Clear,Air India,50,Wednesday,Yes
JFK,DEL,16,Clear,British Airways,100,Friday,Yes
LHR,CDG,3,Storm,Qatar Airways,110,Saturday,Yes
LHR,DEL,4,Clear,Air India,60,Thursday,Yes
JFK,SIN,9,Clear,Air India,50,Tuesday,Yes
LHR,DEL,0,Storm,Qatar Airways,20,Friday,Yes
JFK,HND,16,Rain,Qatar Airways,70,Friday,Yes
DOH,DEL,20,Clear,British Airways,80,Saturday,No
DOH,SIN,7,Storm,Qatar Airways,60,Wednesday,Yes
LHR,DEL,22,Rain,British Airways,120,Tuesday,Yes
LHR,SIN,1,Clear,Air India,50,Thursday,Yes
JFK,DEL,1,Fog,Air India,30,Thursday,Yes
JFK,SIN,20,Storm,Air India,60,Tuesday,Yes
LHR,DEL,14,Fog,Qatar Airways,100,Tuesday,Yes
DOH,CDG,20,Fog,British Airways,20,Monday,Yes
LHR,CDG,11,Rain,Qatar Airways,80,Sunday,Yes
LHR,HND,3,Clear,Emirates,110,Wednesday,Yes
DXB,DEL,14,Rain,Emirates,150,Monday,Yes
DOH,DEL,14,Fog,Air India,70,Sunday,Yes
DXB,CDG,8,Clear,Emirates,100,Saturday,No
DOH,DEL,4,Clear,Air India,50,Friday,Yes
LHR,CDG,5,Clear,Air India,110,Monday,Yes
DOH,SIN,11,Rain,Qatar Airways,90,Thursday,Yes
JFK,SIN,22,Fog,British Airways,140,Monday,Yes
JFK,CDG,15,Clear,British Airways,150,Wednesday,No
DXB,HND,10,Fog,Air India,40,Saturday,Yes
LHR,SIN,19,Storm,Qatar Airways,120,Thursday,Yes
DXB,DEL,18,Clear,Air India,40,Sunday,Yes
DOH,SIN,4,Clear,Emirates,100,Saturday,Yes
LHR,DEL,9,Rain,British Airways,60,Monday,No
DOH,DEL,19,Clear,Qatar Airways,100,Wednesday,No
LHR,DEL,21,Clear,British Airways,110,Friday,No
DOH,DEL,2,Clear,Qatar Airways,150,Tuesday,Yes
DXB,SIN,8,Clear,Qatar Airways,150,Monday,No
LHR,SIN,3,Clear,Emirates,70,Friday,Yes
LHR,CDG,14,Fog,Air India,20,Thursday,Yes
DOH,HND,13,Fog,Air India,110,Thursday,No
DOH,SIN,7,Rain,Qatar Airways,90,Wednesday,Yes
DXB,HND,12,Fog,Air India,130,Tuesday,Yes
LHR,SIN,4,Clear,Emirates,130,Saturday,Yes
DOH,HND,13,Rain,Emirates,70,Saturday,Yes
DXB,SIN,4,Fog,Emirates,50,Tuesday,Yes
DOH,HND,13,Storm,Qatar Airways,90,Thursday,Yes
LHR,SIN,20,Storm,British Airways,120,Tuesday,Yes
JFK,SIN,20,Fog,British Airways,150,Tuesday,Yes
LHR,HND,19,Clear,Air India,120,Monday,No
LHR,DEL,14,Clear,Air India,50,Sunday,Yes
DXB,HND,1,Fog,British Airways,90,Friday,Yes
DXB,HND,1,Fog,Emirates,80,Saturday,Yes
LHR,HND,2,Clear,British Airways,140,Saturday,Yes
JFK,CDG,0,Rain,British Airways,80,Wednesday,Yes
LHR,SIN,10,Storm,Qatar Airways,140,Sunday,Yes
DOH,CDG,17,Clear,Qatar Airways,120,Thursday,No
DOH,CDG,3,Rain,Qatar Airways,140,Friday,Yes
DOH,DEL,14,Clear,Air India,50,Saturday,Yes
JFK,CDG,2,Rain,British Airways,130,Thursday,Yes
DOH,HND,11,Clear,Emirates,120,Tuesday,No
JFK,DEL,8,Rain,Air India,60,Wednesday,Yes
LHR,HND,8,Fog,Air India,40,Sunday,Yes
LHR,CDG,2,Storm,Emirates,50,Friday,Yes
DOH,SIN,10,Clear,British Airways,100,Thursday,No
DXB,SIN,0,Fog,British Airways,70,Monday,Yes
DOH,CDG,13,Clear,Emirates,20,Friday,Yes
LHR,DEL,13,Clear,British Airways,130,Thursday,No
LHR,CDG,4,Clear,Emirates,40,Sunday,Yes
LHR,DEL,16,Clear,Air India,120,Sunday,Yes
DOH,CDG,18,Clear,Qatar Airways,80,Friday,No
LHR,DEL,0,Clear,Qatar Airways,90,Tuesday,Yes
LHR,CDG,21,Clear,Air India,100,Tuesday,Yes
DXB,SIN,23,Fog,British Airways,80,Sunday,Yes
LHR,SIN,8,Fog,British Airways,150,Monday,No
DOH,SIN,8,Clear,Air India,120,Sunday,Yes
JFK,SIN,4,Clear,Qatar Airways,150,Friday,Yes
LHR,DEL,7,Clear,British Airways,110,Saturday,No
DXB,DEL,22,Clear,Qatar Airways,40,Sunday,No
DOH,CDG,0,Clear,Qatar Airways,80,Friday,Yes
DOH,CDG,10,Clear,Air India,70,Wednesday,Yes
DXB,HND,13,Fog,British Airways,30,Monday,Yes
DOH,DEL,13,Clear,Qatar Airways,80,Wednesday,No
LHR,SIN,3,Clear,British Airways,150,Friday,Yes
DOH,DEL,1,Clear,Air India,100,Sunday,Yes
LHR,CDG,1,Clear,Emirates,130,Friday,Yes
LHR,DEL,9,Fog,Emirates,40,Tuesday,No
LHR,DEL,2,Clear,Emirates,150,Thursday,Yes
JFK,HND,4,Clear,Emirates,140,Friday,Yes
DXB,SIN,3,Clear,Emirates,30,Sunday,Yes
DXB,DEL,20,Clear,Qatar Airways,90,Sunday,No
LHR,CDG,17,Fog,Emirates,70,Thursday,Yes
DXB,HND,12,Clear,Qatar Airways,120,Friday,Yes
DXB,SIN,6,Storm,Qatar Airways,70,Wednesday,No
LHR,HND,23,Clear,British Airways,90,Tuesday,No
JFK,DEL,2,Clear,British Airways,100,Sunday,Yes
DOH,HND,12,Rain,Emirates,20,Saturday,Yes
JFK,SIN,4,Fog,Qatar Airways,70,Monday,Yes
LHR,DEL,8,Clear,British Airways,120,Wednesday,No
DXB,DEL,11,Clear,Air India,140,Wednesday,Yes
LHR,HND,14,Storm,Emirates,90,Tuesday,Yes
LHR,HND,10,Fog,Emirates,150,Saturday,Yes
JFK,CDG,22,Storm,Qatar Airways,80,Wednesday,Yes
JFK,HND,4,Fog,British Airways,30,Thursday,Yes
JFK,SIN,10,Clear,Air India,50,Friday,No
DOH,CDG,5,Rain,Emirates,110,Tuesday,Yes
JFK,DEL,22,Clear,Air India,140,Sunday,Yes
DOH,CDG,14,Clear,Air India,120,Monday,Yes
DOH,CDG,3,Rain,Air India,40,Friday,Yes
DOH,SIN,13,Clear,British Airways,110,Sunday,No
DXB,CDG,13,Rain,Emirates,100,Friday,Yes
DXB,DEL,21,Rain,Air India,80,Tuesday,Yes
DOH,CDG,16,Clear,British Airways,30,Monday,No
JFK,CDG,10,Clear,Emirates,30,Saturday,No
DXB,CDG,14,Clear,British Airways,40,Thursday,No
JFK,HND,22,Rain,Qatar Airways,20,Monday,Yes
JFK,SIN,4,Clear,Emirates,120,Saturday,Yes
LHR,DEL,8,Rain,Air India,50,Saturday,Yes
DXB,DEL,12,Clear,British Airways,30,Thursday,No
DXB,SIN,15,Clear,Air India,70,Thursday,Yes
DXB,DEL,18,Clear,Qatar Airways,70,Thursday,No
JFK,DEL,18,Clear,Emirates,30,Wednesday,No
JFK,CDG,7,Clear,Qatar Airways,150,Monday,No
DXB,HND,17,Rain,Air India,40,Sunday,Yes
DXB,SIN,0,Rain,Emirates,80,Friday,Yes
JFK,SIN,14,Clear,Air India,80,Tuesday,Yes
LHR,SIN,9,Rain,Air India,90,Tuesday,Yes
DOH,DEL,7,Rain,Air India,110,Friday,Yes
LHR,DEL,4,Storm,Emirates,130,Monday,Yes
DXB,CDG,12,Rain,British Airways,150,Monday,Yes
DOH,CDG,8,Storm,Air India,30,Sunday,No
JFK,HND,5,Fog,Emirates,30,Friday,Yes
DXB,SIN,19,Storm,British Airways,30,Sunday,Yes
LHR,DEL,21,Clear,Qatar Airways,140,Sunday,No
LHR,DEL,16,Clear,Qatar Airways,140,Friday,No
LHR,HND,22,Clear,Emirates,130,Thursday,No
DOH,SIN,21,Rain,Qatar Airways,80,Sunday,Yes
DOH,SIN,9,Storm,Air India,140,Sunday,Yes
DXB,DEL,11,Clear,Air India,40,Tuesday,Yes
DXB,DEL,2,Clear,Qatar Airways,30,Thursday,Yes
LHR,CDG,3,Clear,British Airways,50,Saturday,Yes
DOH,HND,16,Clear,Emirates,70,Monday,No
DOH,HND,6,Rain,British Airways,140,Monday,Yes
DOH,HND,19,Rain,Air India,20,Wednesday,Yes
JFK,DEL,14,Clear,Emirates,100,Monday,No
JFK,HND,22,Clear,British Airways,30,Wednesday,No
DXB,HND,16,Clear,Qatar Airways,140,Wednesday,No
DOH,HND,10,Clear,Air India,120,Tuesday,No
LHR,CDG,6,Fog,British Airways,130,Wednesday,Yes
LHR,SIN,9,Fog,British Airways,100,Thursday,Yes
JFK,CDG,15,Clear,British Airways,120,Thursday,No
JFK,CDG,17,Clear,British Airways,70,Monday,No
DOH,DEL,21,Fog,Air India,120,Saturday,Yes
DOH,SIN,17,Rain,Emirates,120,Wednesday,Yes
DOH,HND,1,Rain,Emirates,100,Friday,Yes
DXB,CDG,18,Rain,Air India,110,Wednesday,Yes
LHR,HND,16,Rain,Emirates,50,Friday,Yes
DOH,SIN,19,Clear,Air India,40,Saturday,Yes
JFK,CDG,6,Fog,Air India,130,Sunday,Yes
LHR,HND,20,Storm,Air India,130,Monday,No
LHR,HND,4,Rain,Air India,70,Saturday,Yes
DXB,SIN,1,Rain,Air India,80,Wednesday,Yes
JFK,HND,13,Fog,British Airways,120,Wednesday,Yes
DXB,HND,3,Rain,Air India,70,Thursday,Yes
LHR,CDG,12,Fog,Air India,70,Friday,Yes
LHR,SIN,8,Clear,British Airways,50,Monday,No
DXB,CDG,0,Rain,British Airways,60,Friday,Yes
LHR,SIN,13,Clear,British Airways,110,Sunday,Yes
DOH,DEL,8,Clear,Emirates,70,Tuesday,No
DXB,SIN,18,Rain,British Airways,40,Monday,Yes
DXB,CDG,17,Fog,British Airways,120,Thursday,No
JFK,SIN,11,Fog,Qatar Airways,80,Tuesday,Yes
LHR,SIN,21,Fog,Emirates,130,Thursday,Yes
DOH,HND,4,Storm,Qatar Airways,90,Saturday,Yes
DXB,CDG,17,Clear,British Airways,40,Monday,No
DXB,HND,11,Fog,Qatar Airways,30,Wednesday,Yes
JFK,SIN,19,Storm,British Airways,70,Wednesday,Yes
JFK,SIN,15,Clear,Emirates,120,Wednesday,No
JFK,CDG,9,Clear,British Airways,100,Sunday,Yes
LHR,HND,4,Rain,British Airways,40,Wednesday,Yes
DXB,CDG,8,Fog,Qatar Airways,20,Thursday,Yes
LHR,HND,10,Rain,Qatar Airways,30,Wednesday,Yes
JFK,DEL,3,Clear,British Airways,120,Friday,Yes
DXB,DEL,11,Clear,British Airways,90,Saturday,No
JFK,HND,2,Clear,Qatar Airways,110,Monday,Yes
LHR,HND,0,Clear,Qatar Airways,60,Thursday,Yes
LHR,CDG,15,Clear,Qatar Airways,110,Friday,Yes
LHR,SIN,15,Clear,Qatar Airways,60,Friday,No
JFK,HND,3,Fog,Qatar Airways,110,Friday,Yes
DOH,SIN,19,Clear,Air India,130,Tuesday,Yes
LHR,DEL,15,Storm,British Airways,150,Wednesday,No
DXB,HND,16,Rain,British Airways,60,Tuesday,Yes
DOH,CDG,8,Clear,Qatar Airways,30,Wednesday,No
LHR,CDG,6,Rain,Qatar Airways,150,Saturday,Yes
DOH,SIN,15,Clear,Emirates,60,Thursday,No
DXB,HND,14,Storm,British Airways,20,Thursday,No
DXB,CDG,2,Storm,British Airways,70,Tuesday,Yes
DXB,CDG,7,Clear,British Airways,130,Monday,No
LHR,HND,5,Clear,British Airways,140,Tuesday,Yes
DOH,DEL,4,Fog,British Airways,40,Wednesday,Yes
DXB,HND,5,Clear,British Airways,120,Friday,Yes
JFK,HND,7,Rain,Emirates,140,Wednesday,Yes
DOH,CDG,23,Clear,Air India,50,Wednesday,Yes
DXB,DEL,8,Rain,Air India,130,Saturday,Yes
JFK,CDG,13,Clear,Qatar Airways,70,Friday,No
JFK,DEL,20,Fog,Qatar Airways,130,Tuesday,Yes
DOH,SIN,3,Clear,Emirates,30,Thursday,Yes
DOH,DEL,17,Clear,Qatar Airways,120,Wednesday,No
JFK,HND,1,Clear,Air India,90,Friday,Yes
DOH,HND,8,Clear,Qatar Airways,60,Saturday,No
DOH,DEL,2,Rain,Emirates,40,Saturday,Yes
DOH,CDG,17,Storm,Qatar Airways,90,Wednesday,Yes
DXB,DEL,23,Clear,Qatar Airways,40,Wednesday,No
DXB,HND,23,Storm,Emirates,40,Thursday,No
DXB,SIN,9,Fog,Air India,80,Wednesday,Yes
JFK,CDG,16,Rain,Emirates,150,Wednesday,Yes
JFK,SIN,15,Fog,Qatar Airways,100,Tuesday,Yes
DXB,SIN,16,Clear,Air India,120,Sunday,Yes
DXB,CDG,10,Clear,Emirates,80,Thursday,No
LHR,SIN,23,Clear,Emirates,50,Thursday,No
JFK,DEL,8,Clear,Qatar Airways,30,Tuesday,No
LHR,CDG,10,Storm,British Airways,30,Friday,Yes
DOH,DEL,20,Clear,Air India,50,Friday,Yes
LHR,HND,17,Clear,Qatar Airways,30,Sunday,No
JFK,SIN,22,Rain,Air India,130,Friday,Yes
JFK,HND,22,Fog,Emirates,120,Thursday,No
DOH,HND,12,Clear,Qatar Airways,60,Saturday,No
JFK,HND,10,Clear,Air India,80,Monday,Yes
JFK,CDG,1,Clear,Emirates,90,Monday,Yes
LHR,SIN,2,Clear,Qatar Airways,150,Sunday,Yes
DXB,HND,11,Clear,Qatar Airways,50,Wednesday,No
LHR,DEL,9,Clear,Emirates,30,Monday,No
JFK,CDG,17,Fog,Air India,150,Monday,Yes
DXB,DEL,15,Fog,British Airways,140,Tuesday,Yes
DOH,DEL,19,Fog,Qatar Airways,40,Friday,Yes
JFK,CDG,9,Fog,Emirates,90,Wednesday,Yes
DXB,DEL,22,Clear,Emirates,150,Tuesday,No
DXB,CDG,7,Fog,Air India,70,Monday,Yes
LHR,SIN,2,Rain,Qatar Airways,40,Wednesday,Yes
DOH,DEL,12,Clear,Air India,100,Saturday,Yes
DXB,DEL,3,Fog,Air India,80,Wednesday,Yes
DOH,HND,11,Fog,Emirates,130,Thursday,No
JFK,SIN,13,Fog,Air India,40,Saturday,Yes
JFK,HND,16,Clear,Air India,100,Saturday,No
DOH,DEL,3,Clear,Emirates,90,Tuesday,Yes
DOH,HND,8,Clear,Air India,100,Tuesday,No
JFK,CDG,10,Clear,Air India,80,Wednesday,Yes
LHR,SIN,20,Clear,British Airways,120,Tuesday,No
JFK,SIN,8,Rain,British Airways,60,Thursday,Yes
JFK,DEL,14,Clear,Emirates,80,Sunday,No
LHR,HND,7,Clear,Air India,90,Sunday,No
JFK,CDG,10,Storm,Air India,100,Sunday,Yes
DOH,DEL,20,Clear,Air India,150,Tuesday,No
DXB,HND,9,Rain,Air India,90,Sunday,Yes
LHR,HND,12,Clear,British Airways,90,Saturday,No
LHR,HND,0,Fog,Emirates,70,Friday,Yes
DOH,SIN,3,Clear,Qatar Airways,80,Wednesday,Yes
LHR,DEL,14,Fog,Air India,80,Saturday,Yes
JFK,CDG,9,Fog,Emirates,120,Sunday,Yes
DOH,HND,16,Storm,British Airways,20,Friday,Yes
JFK,HND,21,Fog,Air India,120,Friday,Yes
DXB,SIN,10,Rain,Emirates,60,Sunday,Yes
DOH,DEL,21,Rain,British Airways,70,Friday,Yes
JFK,SIN,11,Clear,Qatar Airways,20,Tuesday,No
DXB,DEL,15,Rain,Air India,130,Thursday,Yes
DXB,DEL,7,Rain,Air India,80,Monday,Yes
DOH,DEL,18,Fog,Emirates,100,Sunday,Yes
DOH,DEL,20,Fog,British Airways,100,Saturday,Yes
JFK,CDG,3,Clear,British Airways,130,Monday,Yes
JFK,DEL,7,Clear,British Airways,130,Sunday,Yes
DXB,HND,18,Clear,British Airways,70,Thursday,No
JFK,HND,4,Clear,Qatar Airways,40,Friday,Yes
DOH,DEL,1,Fog,British Airways,150,Monday,Yes
DXB,HND,21,Clear,Qatar Airways,80,Friday,No
DOH,CDG,21,Clear,Emirates,110,Wednesday,No
DXB,HND,1,Clear,Qatar Airways,120,Sunday,Yes
DOH,CDG,8,Clear,Qatar Airways,120,Monday,No
DXB,HND,22,Clear,British Airways,50,Tuesday,No
DXB,HND,19,Rain,Qatar Airways,30,Sunday,Yes
DXB,DEL,6,Rain,British Airways,150,Friday,Yes
DXB,HND,2,Storm,Qatar Airways,120,Sunday,Yes
DOH,SIN,8,Clear,Qatar Airways,50,Monday,No
DOH,CDG,1,Clear,Qatar Airways,50,Monday,Yes
DOH,DEL,18,Clear,British Airways,70,Sunday,No
DXB,SIN,8,Clear,Emirates,100,Saturday,No
DXB,DEL,22,Clear,Qatar Airways,70,Monday,No
DXB,DEL,0,Rain,Air India,80,Monday,Yes
LHR,SIN,2,Fog,British Airways,50,Friday,Yes
JFK,CDG,18,Clear,British Airways,150,Friday,Yes
JFK,CDG,3,Fog,Qatar Airways,50,Monday,Yes
LHR,DEL,21,Clear,Emirates,110,Monday,No
DXB,DEL,2,Rain,Emirates,150,Monday,Yes
DXB,DEL,4,Storm,Air India,120,Thursday,Yes
LHR,DEL,16,Clear,Qatar Airways,90,Wednesday,No
DOH,DEL,12,Storm,Emirates,150,Saturday,No
DXB,CDG,2,Clear,British Airways,120,Friday,Yes
LHR,HND,8,Fog,British Airways,140,Tuesday,Yes
DXB,SIN,21,Rain,British Airways,90,Saturday,No
LHR,HND,16,Clear,Air India,60,Saturday,Yes
JFK,DEL,16,Fog,Qatar Airways,70,Friday,Yes
LHR,CDG,4,Clear,Air India,80,Monday,Yes
DXB,DEL,14,Fog,British Airways,140,Tuesday,Yes
DXB,DEL,23,Clear,Qatar Airways,140,Tuesday,No
LHR,CDG,9,Clear,Emirates,150,Friday,Yes
JFK,HND,2,Storm,Emirates,60,Saturday,Yes
DOH,SIN,19,Rain,Qatar Airways,100,Thursday,Yes
DOH,SIN,12,Fog,Emirates,60,Saturday,No
DOH,DEL,19,Rain,Air India,120,Saturday,Yes
DXB,DEL,14,Fog,Emirates,60,Tuesday,No
LHR,SIN,15,Fog,British Airways,100,Saturday,Yes
LHR,DEL,15,Clear,Air India,140,Tuesday,Yes
DOH,SIN,12,Clear,Air India,140,Monday,No
DXB,SIN,16,Storm,Air India,80,Thursday,Yes
JFK,HND,21,Fog,Qatar Airways,100,Tuesday,Yes
DOH,CDG,10,Clear,Qatar Airways,150,Monday,No
LHR,CDG,17,Clear,British Airways,120,Tuesday,No
DOH,HND,7,Clear,Emirates,90,Wednesday,No
DXB,DEL,3,Clear,Air India,120,Saturday,Yes
JFK,CDG,6,Clear,Air India,20,Wednesday,Yes
DXB,HND,17,Clear,Air India,50,Tuesday,Yes
DOH,DEL,8,Rain,Emirates,140,Tuesday,Yes
JFK,SIN,21,Rain,Emirates,140,Saturday,Yes
LHR,HND,14,Clear,Emirates,90,Wednesday,No
JFK,DEL,10,Fog,British Airways,70,Wednesday,Yes
DOH,CDG,4,Clear,Qatar Airways,80,Sunday,Yes
